uri,prefLabel,altLabels
http://data.europa.eu/esco/skill/57d4d1f4-28b2-4a38-b7a9-a80626e99afc,pack electronic equipment,pack computerised devices|pack electronic devices|packing electronic equipment
http://data.europa.eu/esco/skill/598de5b0-5b58-4ea7-8058-a4bc4d18c742,SQL,Informix 4GL/SQL|SEQUEL|Subquery
http://data.europa.eu/esco/skill/5f782745-6382-4873-b415-8fb91c705b03,create digital images,come up with digital images|create digital image|creating digital images|design digital images|develop digital images|make digital images
http://data.europa.eu/esco/skill/60d48be0-4260-4b2e-85b9-aedff7a9b7d9,ICT capacity planning strategies,ICT capacity management
http://data.europa.eu/esco/skill/628664ec-a63b-4486-8d65-02aba81c82a0,ICT sales methodologies,ICT sales techniques
http://data.europa.eu/esco/skill/670f8eea-f25b-4c3f-97ef-a4729d4c63d6,smart contract,smart contract software
http://data.europa.eu/esco/skill/68698869-c13c-4563-adc7-118b7644f45d,identify customer's needs,analyse customer's needs|classify customer's needs|determine customer's needs|diagnose customer's needs|identify a customer's needs|identifying a customer's needs|identifying customer's needs|map out customer requirements into pragmatic actions
http://data.europa.eu/esco/skill/6f7512ab-d46d-402a-8c30-a8878d7c1f88,SQL Server Integration Services,Microsoft SQL Server Integration Services|Microsoft SSIS|SSIS
http://data.europa.eu/esco/skill/6f993130-082b-4732-b62f-52cdf2096ad9,use methods of logistical data analysis,analyse data on logistical elements|analyse logistical data|interpret data on elements of logistics|interpret logistical data|interpret logistical data through analytical methods|interpret logistical data through use of analytical methods|use logistical data analysis methods|use methods for analysing logistical data|utilise logistical data analysis methods|utilise methods for analysing logistical data|utilise methods of logistical data analysis
http://data.europa.eu/esco/skill/77980af4-bd9a-44c1-ae3b-9bcb98848ba5,lathe machine parts,lathing and turning machine components|lathing and turning machine elements|lathing and turning machine pieces|lathing and turning machine units|tumbling machine components|tumbling machine elements|tumbling machine pieces|tumbling machine units
http://data.europa.eu/esco/skill/7c5b66c6-36a1-4e03-bb57-64e8688b8f58,operate private branch exchange,PBX
http://data.europa.eu/esco/skill/807d89b5-3557-4259-8e2c-1b374d497fe8,analyse data for aeronautical publications,analyse civil aviation authority data for incorporation into aeronautical publications|analyse data for aviation publications|analyze data for aeronautical publications|assess data for aeronautical publications|assess data for aviation publications|collect edit and analyse data for incorporation into aeronautical publications|conduct aeronautical data analysis for incorporation into aeronautical publications|create aeronautical publication amendments through data analysis|develop aeronautical publication amendments through data analysis|evaluate data for aeronautical publications|evaluate data for aviation publications
http://data.europa.eu/esco/skill/80e9d91c-3d36-4816-ab23-51054ab90d44,coordinate the running of a performance,coordinate all actions involved in a performance|coordinate running of performances|coordinate the activities during a performance|coordinate the performance running
http://data.europa.eu/esco/skill/81b082fb-9a00-4660-976a-10c985979100,IBM InfoSphere Information Server,IBM InfoSphere Information Server platform
http://data.europa.eu/esco/skill/8369c2d6-c100-4cf6-bd83-9668d8678433,utilise machine learning,carry out machine learning|perform machine learning|use machine learning|utilize machine learning
http://data.europa.eu/esco/skill/84f583f4-f32a-4202-9b92-e25f0c978410,core banking software,core banking application
http://data.europa.eu/esco/skill/8a16ada9-2794-4c81-bb48-5ec1cfbcf1db,use a telecine,employ a telecine|operate a telecine|use telecines|using a telecine|utilise a telecine
http://data.europa.eu/esco/skill/8c88d336-c249-4537-b26e-d679a85c4b9b,Ajax Framework,AJAX Development Environments|AJAX Framework Features for Web Development|AJAX Framework for Web Application Development|Ajax Framework components|Ajax Framework features|Ajax Framework features for web applications development|Ajax Framework for web applications development|Ajax framework components|Ajax framework features|Ajax framework features for web applications development|Ajax framework for web applications development|Ajax software development environments
http://data.europa.eu/esco/skill/9035afc4-5317-455d-ab60-f32e2ecc6bfc,blockchain platforms,blockchain ecosystems|blockchain infrastructures
http://data.europa.eu/esco/skill/93e65de1-923c-437e-aa5b-e6002967ce71,web based collaborative platforms,digital collaboration tools|online collaborative tools
http://data.europa.eu/esco/skill/953445c0-4770-4be0-91cf-270a64c0e297,implement strategic management,deliver strategic management plan|develop and implement strategic management plan|develop strategy for company development|devise company development strategy|devise strategy for company development|formulate and implement company development strategy|formulate strategy for company development|implement management strategy|implement strategic management plan|implement strategic management principles
http://data.europa.eu/esco/skill/97965983-0da4-4902-9daf-d5cd2693ef73,3D modelling,3D designing|3D graphics|3D modeling|3D rendering|3D representation|three-dimensional modelling
http://data.europa.eu/esco/skill/97bdd757-29d4-4126-92a6-07608825aa3b,QlikView Expressor,QV Expressor|QVE
http://data.europa.eu/esco/skill/99c4c69a-025c-464f-adda-874c7f107a31,engage with stakeholders,achieve shared understandings with stakeholders|build partnerships with stakeholders|negotiate agreements with stakeholders|undertake stakeholders engagement processes|use processes for negotiated agreements with stakeholders
http://data.europa.eu/esco/skill/9bb7a97a-1a16-431e-8ea6-ad0f9f59aa0a,control objectives for information and related technology,COBIT
http://data.europa.eu/esco/skill/aa238394-8126-4ada-be2f-9dfe065cf314,adhere to organisational guidelines,adhere to an organisational guideline|adhere to an organisations guidelines|adhere to organizational guidelines|adhering to organisational guidelines|comply to organisational guidelines|heed organisational guidelines|obey organisational guidelines|observe organisational guidelines
http://data.europa.eu/esco/skill/ab49f767-296b-47d5-af56-0b4a69515b03,maintain ICT identity management,
http://data.europa.eu/esco/skill/b00e948c-19be-4951-8cff-60f88f1046e9,delegate responsibilities,delegate|delegate activities|delegate activities to others|delegate tasks|distribute activities|distribute tasks|share duties|share tasks
http://data.europa.eu/esco/skill/b0288eea-74b3-460a-8ac5-edc4ba70b75c,manage closed-circuit television system,CCTV|video surveillance
http://data.europa.eu/esco/skill/b363bb5f-2c79-40af-94da-33e06f9dee9f,apply blended learning,combine face-to-face and online learning|employ blended learning|implement blended learning|implement mixed learning approaches|integrate blended learning
http://data.europa.eu/esco/skill/c3c2420c-ce9a-4371-8eed-1db479c3a562,write scientific publications,draft scientific papers|draw up scientific papers|scientific paper writing
http://data.europa.eu/esco/skill/c8ab7e5b-b786-412f-a519-dfd93517b698,study media sources,study media development|study social media sources|study sources of media
http://data.europa.eu/esco/skill/cbeb1221-10ed-4676-a2a1-576718977001,operate audio-signal processors,employ audio-signal processors|operate audio-signal processor|operating audio-signal processors|run audio-signal processors|use audio-signal processors
http://data.europa.eu/esco/skill/cf532795-a1fd-43bd-8407-6e43f877e6e3,mobile device management,BYOD|bring your own device|cell phone device management|mobile terminals
http://data.europa.eu/esco/skill/cfa2be0d-96d5-4017-a866-962efb9c5070,signal processing,DSP|analogic transmission digital transmission|digital signal processing
http://data.europa.eu/esco/skill/d04ee340-5378-4601-8181-19da6d5cbfe0,manage website,maintain website|manage a website|manage websites|managing a website|oversee website|regulate website|supervise website
http://data.europa.eu/esco/skill/d1072655-88ce-4445-8803-e6273da273e7,blueprints,schematics|technical blueprints|technical drawings|technical plans
http://data.europa.eu/esco/skill/d2adb565-a865-424d-aeb5-9fbcbf2afe2a,Joomla,Joomla software
http://data.europa.eu/esco/skill/d4789070-2ff7-4bbb-94ca-8bb1739826a9,authoring software,
http://data.europa.eu/esco/skill/d53b04fb-1bbb-4a25-92f8-8ceb308d276f,define organisational standards,define organisational standard|define organizational standards|define standards for the organisation|defining organisational standards|set organisational standards|write up organisational standards
http://data.europa.eu/esco/skill/da930e2f-6047-4616-a598-bba8ecef3039,manage open publications,handle open publications|handle open-source content|handle open-source publications|manage open-source content|manage open-source publications
http://data.europa.eu/esco/skill/e08821b5-d6dd-4db9-a0f1-43185653c244,monitor communication channels' performance,perform visual checks to communication channels|supervise communication channels' quality|track communication channels' efficiency
